Orthogroup_ID,Connectivity,Species_Count,Water_Buffalo,Wild_Yak,Takin
3,3,1.0,XP_052498382.1,XP_044804613.1,XP_005897760.2
3,3,1.0,XP_052498384.1,XP_006042595.1,XP_005896018.1
3,3,1.0,XP_052498385.1,XP_006043784.3,XP_005891177.1
3,3,1.0,XP_052498387.1,XP_025138978.1,XP_005890127.1
3,3,1.0,XP_052498388.1,XP_025149640.2,XP_070230896.1
3,3,1.0,XP_052498389.1,XP_006056430.2,XP_005887461.1
3,3,1.0,XP_052498391.1,XP_044804606.1,XP_005890485.1
3,3,1.0,XP_052498399.1,XP_006078582.3,XP_005904548.2
3,3,1.0,XP_052498404.1,XP_025148405.1,XP_005900228.2
3,3,1.0,XP_052498405.1,XP_025148406.1,XP_005900229.2
3,3,1.0,XP_052498415.1,XP_006070872.2,XP_005900240.1
3,3,1.0,XP_052498416.1,XP_025148390.2,XP_005900237.1
3,3,1.0,XP_052498417.1,XP_006070889.1,XP_005900236.1
3,3,1.0,XP_052498418.1,XP_006070885.3,XP_005900235.2
3,3,1.0,XP_052498419.1,XP_025148396.1,XP_070230540.1
3,3,1.0,XP_052498420.1,XP_006070873.2,XP_070230533.1
3,3,1.0,XP_052498422.1,XP_006042852.1,XP_005890468.2
3,3,1.0,XP_052498425.1,XP_025149139.1,XP_070230934.1
3,3,1.0,XP_052498433.1,XP_006067297.1,XP_005899403.2
3,3,1.0,XP_052498450.1,XP_044803561.1,XP_070230979.1
3,3,1.0,XP_052498451.1,XP_006045159.1,XP_005890769.1
3,3,1.0,XP_052498452.1,XP_006045160.1,XP_005890770.1
3,3,1.0,XP_052498455.1,XP_006068421.1,XP_005911877.2
3,3,1.0,XP_052498456.1,XP_006057511.2,XP_005910503.1
3,3,1.0,XP_052498463.1,XP_006046781.1,XP_005890782.1
3,3,1.0,XP_052498489.1,XP_006046836.2,XP_005890815.1
3,3,1.0,XP_052498494.1,XP_006046850.2,XP_005890818.1
3,3,1.0,XP_052498502.1,XP_045022503.1,XP_005904356.2
3,3,1.0,XP_052498504.1,XP_045022583.1,XP_070229955.1
3,3,1.0,XP_052498523.1,XP_006078803.3,XP_070230211.1
3,3,1.0,XP_052498524.1,XP_006078975.1,XP_005902900.1
3,3,1.0,XP_052498541.1,XP_025148604.3,XP_014332778.2
3,3,1.0,XP_052498553.1,XP_044804675.2,XP_070230808.1
3,3,1.0,XP_052498558.1,XP_044803234.1,XP_070229234.1
3,3,1.0,XP_052498559.1,XP_025137715.2,XP_070223495.1
3,3,1.0,XP_052498562.1,XP_025148325.1,XP_070230590.1
3,3,1.0,XP_052498563.1,XP_025148328.2,XP_070230593.1
3,3,1.0,XP_052498577.1,XP_025149871.2,XP_070230807.1
3,3,1.0,XP_052498580.1,XP_006054777.2,XP_005891165.1
3,3,1.0,XP_052498586.1,XP_006058039.2,XP_070230899.1
3,3,1.0,XP_052498588.1,XP_006048286.1,XP_005893414.1
3,3,1.0,XP_052498589.1,XP_006057507.3,XP_070230912.1
3,3,1.0,XP_052498590.1,XP_025148181.2,XP_005897391.2
3,3,1.0,XP_052498592.1,XP_006075933.2,XP_005908396.1
3,3,1.0,XP_052498610.1,XP_025149965.1,XP_005897964.1
3,3,1.0,XP_052498611.1,XP_006050608.2,XP_070230423.1
3,3,1.0,XP_052498614.1,XP_045022701.1,XP_070230893.1
3,3,1.0,XP_052498616.1,XP_006057905.3,XP_005901539.2
3,3,1.0,XP_052498619.1,XP_025149959.2,XP_070230796.1
3,3,1.0,XP_052498620.1,XP_025150017.3,XP_070244379.1
3,3,1.0,XP_052498624.1,XP_006057516.3,XP_005907968.1
3,3,1.0,XP_052498625.1,XP_006073597.2,XP_005904227.1
3,3,1.0,XP_052498631.1,XP_044804623.1,XP_005905722.2
3,3,1.0,XP_052498642.1,XP_044804629.1,XP_005905747.2
3,3,1.0,XP_052498645.1,XP_044804671.2,XP_005908876.2
3,3,1.0,XP_052498648.1,XP_006054361.1,XP_070229070.1
3,3,1.0,XP_052498651.1,XP_006062749.1,XP_070230575.1
3,3,1.0,XP_052498653.1,XP_006073420.3,XP_005887462.3
3,3,1.0,XP_052498672.1,XP_006046112.1,XP_070230109.1
3,3,1.0,XP_052498673.1,XP_045022557.1,XP_005888430.1
3,3,1.0,XP_052498676.1,XP_025149945.1,XP_005901302.2
3,3,1.0,XP_052498679.1,XP_006070902.1,XP_070230523.1
3,3,1.0,XP_052498684.1,XP_025149472.3,XP_070230908.1
3,3,1.0,XP_052498697.1,XP_006058028.2,XP_005901535.2
3,3,1.0,XP_052498708.1,XP_006053170.3,XP_005903815.2
3,3,1.0,XP_052498711.1,XP_025149933.3,XP_014338457.2
3,3,1.0,XP_052498714.1,XP_006057503.2,XP_005908240.2
3,3,1.0,XP_052498715.1,XP_006057505.1,XP_005908238.1
3,3,1.0,XP_052498717.1,XP_006047941.1,XP_014336454.2
3,3,1.0,XP_052498723.1,XP_006056418.3,XP_005907882.2
3,3,1.0,XP_052498727.1,XP_044803368.2,XP_005898279.3
3,3,1.0,XP_052498728.1,XP_045017806.1,XP_014334093.2
3,3,1.0,XP_052498731.1,XP_006070757.3,XP_070216511.1
3,3,1.0,XP_052498738.1,XP_044804580.1,XP_070230823.1
3,3,1.0,XP_052498740.1,XP_006047751.2,XP_005904206.1
3,3,1.0,XP_052498743.1,XP_006043455.2,XP_005896903.1
3,3,1.0,XP_052498752.1,XP_006040025.3,XP_005896901.2
3,3,1.0,XP_052498758.1,XP_006058003.3,XP_070229419.1
3,3,1.0,XP_052498760.1,XP_025149178.3,XP_070230828.1
3,3,1.0,XP_052498761.1,XP_044804003.1,XP_014332162.1
3,3,1.0,XP_052498762.1,XP_006077788.3,XP_005890798.2
3,3,1.0,XP_052498764.1,XP_006054790.1,XP_005887934.1
3,3,1.0,XP_052498768.1,XP_025148324.2,XP_070230594.1
3,3,1.0,XP_052498780.1,XP_045022605.1,XP_014335601.2
3,3,1.0,XP_052498783.1,XP_006078158.3,XP_005890915.1
3,3,1.0,XP_052498789.1,XP_006078951.3,XP_005898850.1
3,3,1.0,XP_052498792.1,XP_025149015.2,XP_070230003.1
3,3,1.0,XP_052498794.1,XP_006057984.2,XP_005897957.1
3,3,1.0,XP_052498795.1,XP_025149619.2,XP_070229401.1
3,3,1.0,XP_052498796.1,XP_006042602.2,XP_014333759.1
3,3,1.0,XP_052498798.1,XP_025148353.2,XP_070230570.1
3,3,1.0,XP_052498802.1,XP_006045185.4,XP_070229938.1
3,3,1.0,XP_052498803.1,XP_006058923.2,XP_005905991.2
3,3,1.0,XP_052498805.1,XP_025149739.3,XP_005893501.2
3,3,1.0,XP_052498811.1,XP_025148327.3,XP_070230592.1
3,3,1.0,XP_052498815.1,XP_025149742.3,XP_070229591.1
3,3,1.0,XP_052498816.1,XP_006067460.2,XP_070229302.1
3,3,1.0,XP_052498819.1,XP_006047892.1,XP_070230076.1
3,3,1.0,XP_052498823.1,XP_006047094.1,XP_005902387.1
3,3,1.0,XP_052498832.1,XP_006067759.1,XP_070229148.1
3,3,1.0,XP_052498843.1,XP_025148326.1,XP_070230591.1
3,3,1.0,XP_052498845.1,XP_006069443.3,XP_005906678.1
3,3,1.0,XP_052498846.1,XP_006069043.4,XP_005896395.1
3,3,1.0,XP_052498854.1,XP_006047891.1,XP_070230077.1
3,3,1.0,XP_052498855.1,XP_006041659.1,XP_070229702.1
3,3,1.0,XP_052498858.1,XP_006047747.2,XP_005904204.1
3,3,1.0,XP_052498859.1,XP_006063994.1,XP_005893033.1
3,3,1.0,XP_052498860.1,XP_006050544.1,XP_005890524.3
3,3,1.0,XP_052498862.1,XP_025148321.3,XP_070230595.1
3,3,1.0,XP_052498866.1,XP_006046765.1,XP_005890776.2
3,3,1.0,XP_052498867.1,XP_006062719.1,XP_070230610.1
3,3,1.0,XP_052498868.1,XP_006065175.1,XP_005904605.1
3,3,1.0,XP_052498869.1,XP_006058080.2,XP_070230898.1
3,3,1.0,XP_052498870.1,XP_025149753.2,XP_005893499.2
3,3,1.0,XP_052498871.1,XP_006062752.1,XP_005900265.1
3,3,1.0,XP_052498872.1,XP_006062750.2,XP_005900264.1
3,3,1.0,XP_052498875.1,XP_006062751.1,XP_070230573.1
3,3,1.0,XP_052498878.1,XP_025148322.2,XP_070230596.1
3,3,1.0,XP_052498880.1,XP_006047572.2,XP_070229256.1
3,3,1.0,XP_052498884.1,XP_006050597.3,XP_070230406.1
3,3,1.0,XP_052498886.1,XP_025149889.3,XP_070230754.1
3,3,1.0,XP_052498890.1,XP_006046823.1,XP_070229852.1
3,3,1.0,XP_052498906.1,XP_006052755.1,XP_005902637.1
3,3,1.0,XP_052498915.1,XP_006057957.1,XP_070229380.1
3,3,1.0,XP_052498920.1,XP_006070903.1,XP_005891779.2
3,3,1.0,XP_052498921.1,XP_006058023.1,XP_070229446.1
3,3,1.0,XP_052498923.1,XP_006043456.4,XP_005896904.1
3,3,1.0,XP_052498926.1,XP_006069036.3,XP_005896391.3
3,3,1.0,XP_052498934.1,XP_025149008.2,XP_005896020.2
3,3,1.0,XP_052498935.1,XP_025148497.1,XP_005890501.2
3,3,1.0,XP_052498937.1,XP_006063981.1,XP_070229791.1
3,3,1.0,XP_052498938.1,XP_025148323.2,XP_070230597.1
3,3,1.0,XP_052498939.1,XP_006057890.1,XP_005901525.1
3,3,1.0,XP_052498942.1,XP_006057970.3,XP_070229389.1
3,3,1.0,XP_052498943.1,XP_025148504.1,XP_070230426.1
3,3,1.0,XP_052498948.1,XP_025127830.1,XP_005909422.1
3,3,1.0,XP_052498950.1,XP_006047927.1,XP_005888391.2
3,3,1.0,XP_052498953.1,XP_006050556.1,XP_005890517.1
3,3,1.0,XP_052498954.1,XP_006044488.1,XP_014338845.2
3,3,1.0,XP_052498955.1,XP_006067177.1,XP_005909084.1
3,3,1.0,XP_052498971.1,XP_025149168.1,XP_070229874.1
3,3,1.0,XP_052498973.1,XP_006058071.2,XP_070229482.1
3,3,1.0,XP_052498991.1,XP_044803836.1,XP_070230082.1
3,3,1.0,XP_052498992.1,XP_006042844.1,XP_070230976.1
3,3,1.0,XP_052499000.1,XP_025148521.1,XP_070230412.1
3,3,1.0,XP_052499001.1,XP_006069042.3,XP_014333883.2
3,3,1.0,XP_052499002.1,XP_006062746.1,XP_070230577.1
3,3,1.0,XP_052499009.1,XP_006069041.3,XP_005896390.2
3,3,1.0,XP_052499016.1,XP_006080310.1,XP_005907598.2
3,3,1.0,XP_052499019.1,XP_006062768.1,XP_005900261.1
3,3,1.0,XP_052499020.1,XP_006062701.1,XP_005910548.2
3,3,1.0,XP_052499021.1,XP_044804614.2,XP_014336675.1
3,3,1.0,XP_052499029.1,XP_006077565.3,XP_070216515.1
3,3,1.0,XP_052499037.1,XP_006073033.2,XP_070230763.1
3,3,1.0,XP_052499039.1,XP_006075983.1,XP_005905034.1
3,3,1.0,XP_052499043.1,XP_025148501.3,XP_070230427.1
3,3,1.0,XP_052499045.1,XP_025148071.2,XP_005886969.1
3,3,1.0,XP_052499052.1,XP_006059447.1,XP_070230485.1
3,3,1.0,XP_052499053.1,XP_006071114.1,XP_005899618.2
3,3,1.0,XP_052499054.1,XP_025149979.1,XP_014333884.1
3,3,1.0,XP_052499056.1,XP_006052795.1,XP_005892792.3
3,3,1.0,XP_052499060.1,XP_006069035.1,XP_005896392.2
3,3,1.0,XP_052499064.1,XP_006069693.3,XP_005909395.2
3,3,1.0,XP_052499072.1,XP_006052805.3,XP_070230345.1
3,3,1.0,XP_052499078.1,XP_006041076.2,XP_070230698.1
3,3,1.0,XP_052499079.1,XP_006041075.1,XP_005895402.1
3,3,1.0,XP_052499080.1,XP_006070070.2,XP_005910841.3
3,3,1.0,XP_052499081.1,XP_006041657.3,XP_005900579.1
3,3,1.0,XP_052499082.1,XP_044804122.1,XP_070229700.1
3,3,1.0,XP_052499084.1,XP_025150022.3,XP_014334049.2
3,3,1.0,XP_052499087.1,XP_006067765.1,XP_005889271.2
3,3,1.0,XP_052499091.1,XP_025148118.2,XP_005908399.2
3,3,1.0,XP_052499111.1,XP_006062738.1,XP_005900280.1
3,3,1.0,XP_052499116.1,XP_006042081.1,XP_005897396.1
3,3,1.0,XP_052499121.1,XP_006079940.2,XP_005888077.1
3,3,1.0,XP_052499123.1,XP_006079941.2,XP_070229654.1
3,3,1.0,XP_052499142.1,XP_006057898.1,XP_005901530.1
3,3,1.0,XP_052499143.1,XP_006043139.1,XP_005895406.2
3,3,1.0,XP_052499144.1,XP_006041636.1,XP_005911791.2
3,3,1.0,XP_052499154.1,XP_006042959.1,XP_005904677.1
3,3,1.0,XP_052499157.1,XP_025148554.1,XP_005890510.1
3,3,1.0,XP_052499159.1,XP_006050588.1,XP_014332061.1
3,3,1.0,XP_052499160.1,XP_006042956.1,XP_005904679.1
3,3,1.0,XP_052499161.1,XP_025149712.3,XP_070230900.1
3,3,1.0,XP_052499163.1,XP_044804317.2,XP_070229522.1
3,3,1.0,XP_052499165.1,XP_006058017.1,XP_005898388.1
3,3,1.0,XP_052499178.1,XP_044804656.1,XP_005888398.2
3,3,1.0,XP_052499180.1,XP_006065155.2,XP_005904597.1
3,3,1.0,XP_052499181.1,XP_006065157.1,XP_070230872.1
3,3,1.0,XP_052499184.1,XP_025148332.3,XP_070230588.1
3,3,1.0,XP_052499186.1,XP_006057926.1,XP_005901518.2
3,3,1.0,XP_052499188.1,XP_006066587.3,XP_005888087.2
3,3,1.0,XP_052499189.1,XP_025149456.1,XP_005888088.1
3,3,1.0,XP_052499190.1,XP_025149118.1,XP_005890772.1
3,3,1.0,XP_052499191.1,XP_006079956.1,XP_070229641.1
3,3,1.0,XP_052499194.1,XP_025139309.3,XP_005910240.2
3,3,1.0,XP_052499198.1,XP_006062760.1,XP_070230567.1
3,3,1.0,XP_052499200.1,XP_044803515.1,XP_005900253.2
3,3,1.0,XP_052499203.1,XP_025148374.1,XP_005900260.2
3,3,1.0,XP_052499205.1,XP_006076385.3,XP_005908480.1
3,3,1.0,XP_052499206.1,XP_006041634.4,XP_005900588.1
3,3,1.0,XP_052499210.1,XP_006075935.1,XP_070229109.1
3,3,1.0,XP_052499226.1,XP_025148636.1,XP_070230293.1
3,3,1.0,XP_052499230.1,XP_006053375.1,XP_005891525.1
3,3,1.0,XP_052499243.1,XP_006075960.1,XP_005891159.1
3,3,1.0,XP_052499244.1,XP_006076011.1,XP_005905550.1
3,3,1.0,XP_052499247.1,XP_006076009.2,XP_005891158.1
3,3,1.0,XP_052499248.1,XP_006075969.2,XP_014332276.2
3,3,1.0,XP_052499249.1,XP_006076008.3,XP_005891166.1
3,3,1.0,XP_052499254.1,XP_025148484.3,XP_070230443.1
3,3,1.0,XP_052499255.1,XP_006064559.3,XP_005900870.1
3,3,1.0,XP_052499257.1,XP_006047893.1,XP_005888404.1
3,3,1.0,XP_052499258.1,XP_025149094.2,XP_070229940.1
3,3,1.0,XP_052499259.1,XP_025149095.2,XP_070229941.1
3,3,1.0,XP_052499260.1,XP_006078351.1,XP_005890453.2
3,3,1.0,XP_052499263.1,XP_006073461.4,XP_005896144.2
3,3,1.0,XP_052499270.1,XP_006046110.1,XP_005888428.1
3,3,1.0,XP_052499274.1,XP_006074027.2,XP_005902288.1
3,3,1.0,XP_052499281.1,XP_006058079.1,XP_070229477.1
3,3,1.0,XP_052499284.1,XP_006070926.2,XP_005891768.1
3,3,1.0,XP_052499299.1,XP_006044506.3,XP_070229739.1
3,3,1.0,XP_052499300.1,XP_006057892.1,XP_005901526.1
3,3,1.0,XP_052499302.1,XP_025148559.1,XP_070230378.1
3,3,1.0,XP_052499307.1,XP_006052758.1,XP_005910477.1
3,3,1.0,XP_052499309.1,XP_006050594.1,XP_005890508.1
3,3,1.0,XP_052499312.1,XP_025149430.1,XP_005888075.3
3,3,1.0,XP_052499363.1,XP_025149429.2,XP_005910521.2
3,3,1.0,XP_052499370.1,XP_025148112.2,XP_070229114.1
3,3,1.0,XP_052499371.1,XP_006063945.1,XP_005890825.1
3,3,1.0,XP_052499377.1,XP_025138186.1,XP_070224094.1
3,3,1.0,XP_052499380.1,XP_006052790.1,XP_070230327.1
3,3,1.0,XP_052499383.1,XP_025148186.2,XP_070230742.1
3,3,1.0,XP_052499392.1,XP_025149823.1,XP_070230598.1
3,3,1.0,XP_052499394.1,XP_025149813.1,XP_070230602.1
3,3,1.0,XP_052499395.1,XP_044803501.2,XP_005911854.3
3,3,1.0,XP_052499396.1,XP_025149818.3,XP_005900281.2
3,3,1.0,XP_052499397.1,XP_025149824.3,XP_070230606.1
3,3,1.0,XP_052499401.1,XP_006041617.3,XP_005900594.2
3,3,1.0,XP_052499405.1,XP_006041612.2,XP_005900600.2
3,3,1.0,XP_052499411.1,XP_006069044.4,XP_005896394.2
3,3,1.0,XP_052499419.1,XP_025149701.3,XP_070229519.1
3,3,1.0,XP_052499420.1,XP_006063177.1,XP_005906351.3
3,3,1.0,XP_052499421.1,XP_006042983.1,XP_005904660.1
3,3,1.0,XP_052499422.1,XP_025149407.1,XP_005900640.2
3,3,1.0,XP_052499424.1,XP_025148523.1,XP_070230410.1
3,3,1.0,XP_052499426.1,XP_025149723.1,XP_005893940.3
3,3,1.0,XP_052499439.1,XP_006053132.2,XP_005896526.2
3,3,1.0,XP_052499443.1,XP_044803729.1,XP_005890919.1
3,3,1.0,XP_052499444.1,XP_025149941.2,XP_005909929.2
3,3,1.0,XP_052499445.1,XP_006075361.2,XP_005905982.2
3,3,1.0,XP_052499446.1,XP_044803716.1,XP_070230836.1
3,3,1.0,XP_052499450.1,XP_006076012.2,XP_014338947.2
3,3,1.0,XP_052499453.1,XP_006054786.3,XP_005891171.2
3,3,1.0,XP_052499456.1,XP_025148629.1,XP_070230304.1
3,3,1.0,XP_052499460.1,XP_006070067.2,XP_005910844.2
3,3,1.0,XP_052499461.1,XP_006070068.2,XP_014338817.1
3,3,1.0,XP_052499464.1,XP_044804648.1,XP_005903674.2
3,3,1.0,XP_052499465.1,XP_006070079.3,XP_005903673.3
3,3,1.0,XP_052499466.1,XP_006069040.2,XP_005896398.2
3,3,1.0,XP_052499468.1,XP_025149902.1,XP_005896396.1
3,3,1.0,XP_052499474.1,XP_006052785.3,XP_005892818.2
3,3,1.0,XP_052499475.1,XP_025148610.1,XP_070230845.1
3,3,1.0,XP_052499479.1,XP_025148507.2,XP_070230848.1
3,3,1.0,XP_052499481.1,XP_044804646.1,XP_070230849.1
3,3,1.0,XP_052499485.1,XP_006071115.3,XP_014334849.1
3,3,1.0,XP_052499486.1,XP_044803513.2,XP_070230586.1
3,3,1.0,XP_052499492.1,XP_044803497.2,XP_070230852.1
3,3,1.0,XP_052499493.1,XP_025149821.2,XP_014335057.2
3,3,1.0,XP_052499494.1,XP_044803502.2,XP_070230599.1
3,3,1.0,XP_052499496.1,XP_044803499.2,XP_014335058.2
3,3,1.0,XP_052499497.1,XP_044803498.2,XP_070230853.1
3,3,1.0,XP_052499498.1,XP_044803503.1,XP_070230854.1
3,3,1.0,XP_052499501.1,XP_025149820.2,XP_014335068.2
3,3,1.0,XP_052499507.1,XP_006041268.4,XP_005897382.1
3,3,1.0,XP_052499508.1,XP_044804642.2,XP_070230860.1
3,3,1.0,XP_052499517.1,XP_025147982.1,XP_070229276.1
3,3,1.0,XP_052499518.1,XP_045022738.1,XP_005889874.3
3,3,1.0,XP_052499522.1,XP_006057945.1,XP_070229366.1
3,3,1.0,XP_052499523.1,XP_006044572.2,XP_005909542.2
3,3,1.0,XP_052499524.1,XP_006042846.2,XP_005890462.1
3,3,1.0,XP_052499525.1,XP_006042845.1,XP_014332042.2
3,3,1.0,XP_052499533.1,XP_025148678.1,XP_070230272.1
3,3,1.0,XP_052499534.1,XP_006042954.2,XP_005904680.1
3,3,1.0,XP_052499538.1,XP_006058006.1,XP_005906775.1
3,3,1.0,XP_052499543.1,XP_006050587.1,XP_070230401.1
3,3,1.0,XP_052499544.1,XP_006041645.1,XP_005900585.2
3,3,1.0,XP_052499545.1,XP_006058011.2,XP_070229422.1
3,3,1.0,XP_052499548.1,XP_006068405.1,XP_005902974.1
3,3,1.0,XP_052499549.1,XP_025149909.2,XP_005891169.1
3,3,1.0,XP_052499556.1,XP_044804126.1,XP_070229684.1
3,3,1.0,XP_052499557.1,XP_006057906.2,XP_070230890.1
3,3,1.0,XP_052499558.1,XP_006057968.1,XP_070229388.1
3,3,1.0,XP_052499560.1,XP_006042876.1,XP_005890479.2
3,3,1.0,XP_052499561.1,XP_006042851.1,XP_005890467.1
3,3,1.0,XP_052499565.1,XP_006055152.3,XP_005887008.2
3,3,1.0,XP_052499566.1,XP_006057980.3,XP_005897953.1
3,3,1.0,XP_052499567.1,XP_006050567.1,XP_005890514.1
3,3,1.0,XP_052499568.1,XP_006057895.3,XP_005901529.3
3,3,1.0,XP_052499572.1,XP_006057904.3,XP_070230802.1
3,3,1.0,XP_052499573.1,XP_025149990.1,XP_070230887.1
3,3,1.0,XP_052499574.1,XP_025149991.3,XP_070230889.1
3,3,1.0,XP_052499576.1,XP_025148505.1,XP_070230424.1
3,3,1.0,XP_052499578.1,XP_006045187.1,XP_005901805.2
3,3,1.0,XP_052499580.1,XP_006057914.2,XP_014336422.2
3,3,1.0,XP_052499581.1,XP_006057901.2,XP_005904196.2
3,3,1.0,XP_052499590.1,XP_006057913.3,XP_070230888.1
3,3,1.0,XP_052499593.1,XP_006076394.1,XP_005904653.1
3,3,1.0,XP_052499594.1,XP_006076395.1,XP_005904654.1
3,3,1.0,XP_052499599.1,XP_006046782.3,XP_005890783.1
3,3,1.0,XP_052499600.1,XP_006057959.1,XP_005909831.1
3,3,1.0,XP_052499601.1,XP_045017824.1,XP_014334103.2
3,3,1.0,XP_052499602.1,XP_006067176.1,XP_005896038.2
3,3,1.0,XP_052499603.1,XP_006059445.2,XP_005891755.1
3,3,1.0,XP_052499604.1,XP_006069039.2,XP_005903672.1
3,3,1.0,XP_052499606.1,XP_006050547.1,XP_005890519.1
3,3,1.0,XP_052499607.1,XP_025148334.1,XP_070230578.1
3,3,1.0,XP_052499608.1,XP_045022513.1,XP_070230579.1
3,3,1.0,XP_052499609.1,XP_006057293.1,XP_005887913.1
3,3,1.0,XP_052499610.1,XP_045022515.1,XP_070230988.1
3,3,1.0,XP_052499614.1,XP_006042585.3,XP_005896022.1
3,3,1.0,XP_052499615.1,XP_006042587.3,XP_070230012.1
3,3,1.0,XP_052499616.1,XP_006054787.1,XP_005891170.2
3,3,1.0,XP_052499618.1,XP_006058091.1,XP_070229455.1
3,3,1.0,XP_052499619.1,XP_025149669.1,XP_070229454.1
3,3,1.0,XP_052499620.1,XP_025147194.1,XP_005899613.1
3,3,1.0,XP_052499621.1,XP_006066593.2,XP_070229633.1
3,3,1.0,XP_052499622.1,XP_006063280.1,XP_070229550.1
3,3,1.0,XP_052499624.1,XP_006041083.1,XP_070230709.1
3,3,1.0,XP_052499625.1,XP_006046813.1,XP_005890806.1
3,3,1.0,XP_052499628.1,XP_006057990.4,XP_005897970.2
3,3,1.0,XP_052499630.1,XP_025147984.1,XP_005897835.2
3,3,1.0,XP_052499632.1,XP_006057652.1,XP_005911493.2
3,3,1.0,XP_052499633.1,XP_025149869.1,XP_070229540.1
3,3,1.0,XP_052499635.1,XP_025148594.2,XP_070230343.1
3,3,1.0,XP_052499638.1,XP_006057956.1,XP_005909835.1
3,3,1.0,XP_052499639.1,XP_006046807.3,XP_005890805.1
3,3,1.0,XP_052499640.1,XP_025149536.2,XP_070229345.1
3,3,1.0,XP_052499646.1,XP_006057955.1,XP_005909836.1
3,3,1.0,XP_052499647.1,XP_006047942.2,XP_005888378.2
3,3,1.0,XP_052499648.1,XP_006057967.1,XP_005897949.1
3,3,1.0,XP_052499651.1,XP_045022664.1,XP_070229665.1
3,3,1.0,XP_052499655.1,XP_025149929.3,XP_014334094.2
3,3,1.0,XP_052499657.1,XP_025147934.3,XP_005907851.2
3,3,1.0,XP_052499659.1,XP_006068396.1,XP_005902969.1
3,3,1.0,XP_052499660.1,XP_006068447.4,XP_070229770.1
3,3,1.0,XP_052499662.1,XP_006050617.1,XP_005890493.1
3,3,1.0,XP_052499664.1,XP_044803289.2,XP_070232655.1
3,3,1.0,XP_052499667.1,XP_006040990.1,XP_070230857.1
3,3,1.0,XP_052499670.1,XP_006066612.1,XP_005888061.1
3,3,1.0,XP_052499674.1,XP_006041261.2,XP_005897381.1
3,3,1.0,XP_052499678.1,XP_006042847.3,XP_005890463.2
3,3,1.0,XP_052499679.1,XP_006075618.1,XP_070230214.1
3,3,1.0,XP_052499682.1,XP_006075617.1,XP_005892638.1
3,3,1.0,XP_052499683.1,XP_006075616.2,XP_005892637.1
3,3,1.0,XP_052499697.1,XP_006045086.2,XP_070215331.1
3,3,1.0,XP_052499704.1,XP_006046766.2,XP_070229893.1
3,3,1.0,XP_052499709.1,XP_006045053.1,XP_005911644.2
3,3,1.0,XP_052499713.1,XP_006041656.1,XP_005900581.2
3,3,1.0,XP_052499717.1,XP_006044486.1,XP_005897094.2
3,3,1.0,XP_052499726.1,XP_006068435.1,XP_005890849.1
3,3,1.0,XP_052499728.1,XP_006059568.1,XP_005894639.1
3,3,1.0,XP_052499730.1,XP_025123045.1,XP_070215117.1
3,3,1.0,XP_052499731.1,XP_006068398.2,XP_005902972.1
3,3,1.0,XP_052499734.1,XP_025149571.1,XP_005909843.2
3,3,1.0,XP_052499736.1,XP_006057963.1,XP_070229383.1
3,3,1.0,XP_052499737.1,XP_025148826.1,XP_070230143.1
3,3,1.0,XP_052499738.1,XP_044804123.1,XP_005900586.2
3,3,1.0,XP_052499752.1,XP_044797667.2,XP_070229554.1
3,3,1.0,XP_052499753.1,XP_006073580.3,XP_005904213.2
3,3,1.0,XP_052499756.1,XP_025149989.2,XP_014336431.2
3,3,1.0,XP_052499759.1,XP_006073601.3,XP_005904224.2
3,3,1.0,XP_052499760.1,XP_025149484.2,XP_005904229.2
3,3,1.0,XP_052499763.1,XP_006073590.3,XP_070230792.1
3,3,1.0,XP_052499764.1,XP_006044910.3,XP_005904212.1
3,3,1.0,XP_052499767.1,XP_006073593.2,XP_005905749.2
3,3,1.0,XP_052499771.1,XP_006073577.2,XP_005911140.2
3,3,1.0,XP_052499775.1,XP_006057933.1,XP_070230892.1
3,3,1.0,XP_052499776.1,XP_006070069.1,XP_005910842.2
3,3,1.0,XP_052499778.1,XP_006056429.3,XP_005887460.2
3,3,1.0,XP_052499786.1,XP_025128122.3,XP_070216166.1
3,3,1.0,XP_052499788.1,XP_025148094.2,XP_070229130.1
3,3,1.0,XP_052499792.1,XP_006044498.2,XP_005910915.1
3,3,1.0,XP_052499807.1,XP_006047948.1,XP_005896008.1
3,3,1.0,XP_052499811.1,XP_006047947.2,XP_014333760.2
3,3,1.0,XP_052499813.1,XP_006047946.3,XP_070230033.1
3,3,1.0,XP_052499814.1,XP_006047945.1,XP_005896039.2
3,3,1.0,XP_052499821.1,XP_044803871.1,XP_005896013.1
3,3,1.0,XP_052499822.1,XP_006047957.1,XP_005896012.1
3,3,1.0,XP_052499823.1,XP_006052786.1,XP_070230319.1
3,3,1.0,XP_052499825.1,XP_006080323.1,XP_070229259.1
3,3,1.0,XP_052499826.1,XP_045022633.1,XP_005890786.1
3,3,1.0,XP_052499830.1,XP_025148764.2,XP_005892640.1
3,3,1.0,XP_052499832.1,XP_045022631.1,XP_005890785.1
3,3,1.0,XP_052499833.1,XP_044804245.1,XP_070230803.1
3,3,1.0,XP_052499834.1,XP_006040865.1,XP_005901122.2
3,3,1.0,XP_052499852.1,XP_006063285.2,XP_070229542.1
3,3,1.0,XP_052499856.1,XP_006057662.3,XP_005905505.2
3,3,1.0,XP_052499871.1,XP_006078955.1,XP_005898854.1
